"PROVIDER_ID","Std_Outcomes_Mortality_score","Outcomes_Mortality_cnt","Std_Outcomes_Safety_score","Outcomes_Safety_cnt","Std_Outcomes_Readmission_score","Outcomes_Readmission_cnt","Std_PatientExp_score","Patient_Experience_cnt","Std_Process_score","Process_cnt","std_weight_Mortality","std_weight_Safety","std_weight_Readmission","std_weight_PatientExperience","std_weight_Process","weight_Outcomes_Mortality","weight_Outcomes_Safety","weight_Outcomes_Readmission","weight_PatientExperience","weight_Process","summary_score","Total_measure_group_cnt","MortSafe_Group_cnt","report_indicator","cnt_grp","star"
"210016",0.215727701330275,8,0.272747574486962,7,-0.974624133540348,9,0.037967725435126,15,-0.267124324619833,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.130654768057737,5,2,1,"3) # of groups=5",3
"210017",-0.963163847261292,6,-0.399882064438982,3,0.828631263465697,9,1.05394770851319,15,0.726506006519582,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.201477994043645,5,2,1,"3) # of groups=5",4
"210018",0.167175343547485,7,0.214572249731559,6,0.293813403590237,9,-0.533261182683443,15,0.176079452703803,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0524354934453407,5,2,1,"3) # of groups=5",3
"210019",-0.287988503262176,8,0.521135465149751,7,0.925289968837281,11,-0.458565254108086,15,0.226716980813422,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.1811778065533,5,2,1,"3) # of groups=5",4
"210022",0.596916919643487,8,-0.188184964410761,7,-0.0540719357527954,9,0.373606962789939,15,-0.637451792784511,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.08372452096523,5,2,1,"3) # of groups=5",4
"210023",0.177079143943339,8,0.0453289382885047,8,-0.476601855254673,11,0.0640290253874833,15,-0.646367368959619,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.11940032875493,5,2,1,"3) # of groups=5",3
"210024",1.15612464153344,8,0.843702812544972,6,1.49388648435669,8,-0.163726277517129,15,-0.61772020261334,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.658470861088353,5,2,1,"3) # of groups=5",5
"210027",0.792504641310412,8,0.15427593749825,7,0.337368397181085,11,-0.406561021839994,15,0.709849133245337,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.278251245902386,5,2,1,"3) # of groups=5",4
"210028",0.443227248652564,7,0.68376656143149,6,0.790853314959597,9,-0.262480892391461,15,0.0835040513035583,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.374201057339909,5,2,1,"3) # of groups=5",4
"210029",0.690108087924387,7,-0.540870617859629,7,0.282219174708497,10,-0.110449722876528,15,-0.451671213333859,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0164209772172169,5,2,1,"3) # of groups=5",3
"210030",0.545811747655713,4,NA,0,2.15135785125271,7,-0.0566097597227379,5,0.249342324254059,8,0.22,0.22,0.22,0.22,0.12,0.282051282051282,NA,0.282051282051282,0.282051282051282,0.153846153846154,0.783133645552997,4,1,1,"2) # of groups=4",5
"210032",0.293077687329775,6,0.484702925964551,6,0.08952078648905,9,0.0397435405890354,15,-0.901152981245341,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0914115291324896,5,2,1,"3) # of groups=5",4
"210033",-0.0944736105862554,7,0.205494913186062,6,-0.0247498159732396,7,-0.564401723560053,15,0.688192731645628,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0226055243278916,5,2,1,"3) # of groups=5",3
"210034",0.985418699100958,6,0.615528762085017,5,0.778294981970541,6,-0.477994024679255,15,-0.0972655921140671,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.406602781011309,5,2,1,"3) # of groups=5",4
"210035",0.26482441093245,7,0.279832445874237,7,0.259329408475876,7,-1.33149740993893,15,0.397734047072321,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0683243661757223,5,2,1,"3) # of groups=5",3
"210037",-0.0557417394629678,7,0.433896594999861,7,1.17346037033285,10,-0.750682317799729,15,0.25561579436336,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.206879135099006,5,2,1,"3) # of groups=5",4
"210038",0.919223284178469,5,-1.06689852195435,4,1.22554896738919,6,-0.964297917555188,15,-0.896113294047357,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0825469166328962,5,2,1,"3) # of groups=5",3
"210039",1.05140387046785,6,0.357872864155534,5,0.786005805152456,8,0.467251172430286,15,0.737953422051332,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.674311827331508,5,2,1,"3) # of groups=5",5
"210040",-0.543278033322436,7,-0.0824446973173541,7,-0.228075312312198,9,-0.650610265709317,15,-0.149870059697734,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.348954235069215,5,2,1,"3) # of groups=5",2
"210043",1.13687400068745,7,-0.108929596562653,7,1.23137766881211,10,0.196553497778054,15,-0.433928076237762,6,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.48822125640876,5,2,1,"3) # of groups=5",5
"210044",0.619899627471979,7,-0.0724451888170399,8,1.66269787886075,9,0.260994331519247,15,-0.516387394425188,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.481685775456663,5,2,1,"3) # of groups=5",5
"210048",0.884842065471976,7,-0.179549312356571,7,-0.031390133838734,8,-0.344727944559595,15,-0.196437746860479,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0488458988144993,5,2,1,"3) # of groups=5",3
"210049",-0.396170091953046,7,-0.573896107222883,7,-0.208277800882296,8,-1.20664438790697,15,-0.715078904306703,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.610506913869147,5,2,1,"3) # of groups=5",2
"210051",1.22366518048289,7,-0.177586001251719,7,0.0257040411573096,7,-1.0505309285685,15,-0.40204166502707,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0435694956028526,5,2,1,"3) # of groups=5",3
"210056",1.35321188689618,7,0.560856174002731,6,-0.169877091946186,6,-1.22424550332448,15,-0.469674440748962,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0580270695483385,5,2,1,"3) # of groups=5",3
"210057",-0.370725726160368,7,0.131730257428152,7,-1.22723161146241,8,-0.398155278337353,15,0.947563076283516,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.296456549723013,5,2,1,"3) # of groups=5",2
"210058",NA,0,NA,0,-0.833931853147956,1,0.310362452205528,5,-5.58804271414317,1,0.22,0.22,0.22,0.22,0.12,NA,NA,0.392857142857143,0.392857142857143,0.214285714285714,-1.40312570340092,1,0,0,"",NA
"210060",0.239824263389183,5,0.854451832936428,3,-0.172076579694858,6,-0.3706179873367,15,-0.25789165212572,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0904009381896053,5,2,1,"3) # of groups=5",4
"210061",-1.58770125364703,6,1.06898452745379,5,-0.440827506782079,8,0.665943466120232,15,-0.0342290703560866,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0686996571508495,5,2,1,"3) # of groups=5",3
"210062",1.2535140209827,7,0.402544095097485,7,-0.713438875939874,8,-2.18515850106206,15,-0.937786712106294,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.38589304285554,5,2,1,"3) # of groups=5",2
"210063",1.45955804934729,8,0.376121045672614,7,1.48951052693366,9,0.76633118250633,15,0.0654008125074612,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.907982674482072,5,2,1,"3) # of groups=5",5
"210064",0.880308989902137,1,0.743157617293134,1,2.21108609312467,1,NA,0,2.30953343207145,2,0.22,0.22,0.22,0.22,0.12,0.282051282051282,0.282051282051282,0.282051282051282,NA,0.153846153846154,1.43685334092174,0,0,0,"",NA
"210065",0.47842143188988,7,-0.531404613554893,7,-1.77955548061887,7,-1.3315202529326,15,-0.677904155154444,6,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.77744145996616,5,2,1,"3) # of groups=5",1
"21020F",2.26245158619147,4,-1.50579742843874,4,-2.50036520478101,6,-0.697765045609612,10,-0.808209552599351,4,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.634109886692258,5,2,1,"3) # of groups=5",2
"220001",1.27082096693801,6,-0.415825487600403,5,-0.575081067307423,8,-0.509339924392305,15,-1.32885929822516,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.209936728506686,5,2,1,"3) # of groups=5",3
"220002",1.39038452681851,8,0.083874178673002,7,0.757149807525895,11,0.0010928386173308,15,-1.1104690996278,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.357894005404306,5,2,1,"3) # of groups=5",4
"220008",0.768622839269029,7,0.12436247715698,7,-0.726291120641381,9,-0.446214382365448,15,0.391383542199299,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0145284159838645,5,2,1,"3) # of groups=5",3
"220010",-0.303561780102943,7,-0.177476074085102,7,0.228359785355439,8,-0.579476991255647,15,-0.860539648295594,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.286338871014887,5,2,1,"3) # of groups=5",2
"220011",0.762446394940425,5,-0.704873024345585,6,0.0562660660477588,9,-0.436234424033862,15,-0.353622708605422,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.113361622258729,5,2,1,"3) # of groups=5",3
"220012",-0.196801826884087,8,-0.00746092458577468,7,-0.794155448725496,11,-0.555512768523746,15,0.0761649690160588,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.332725016836276,5,2,1,"3) # of groups=5",2
"220015",0.359671678218172,6,-1.12853830420826,7,-0.605642123090388,9,-0.179322039198488,15,0.153759217471986,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.323391667324734,5,2,1,"3) # of groups=5",2
"220016",0.996962913193242,5,-0.186179988708245,3,-1.41891136904332,8,0.0479995870796723,15,0.256904087253796,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0923998581748476,5,2,1,"3) # of groups=5",3
"220019",0.185362146963743,6,0.423974921367005,4,-0.757947482897012,8,-0.582778252529405,15,-0.648453805026775,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.23871996336426,5,2,1,"3) # of groups=5",3
"22001F",NA,0,NA,0,NA,0,NA,0,0.80673851134617,1,0.22,0.22,0.22,0.22,0.12,NA,NA,NA,NA,1,0.80673851134617,0,0,0,"",NA
"220020",0.589901813355812,6,-0.0419091547384647,7,-0.913085119970617,10,0.750684064693083,15,-0.608494126295439,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0118108575793062,5,2,1,"3) # of groups=5",3
"220024",0.536401103925732,6,0.588891668975436,5,-0.444980036393517,9,0.114625377814929,15,-0.127263672085279,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.159614744500734,5,2,1,"3) # of groups=5",4
"220029",0.197654159266706,6,0.23586643931419,4,-0.652735937052141,9,-0.315477392237913,15,0.0327118854652132,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.113706974500189,5,2,1,"3) # of groups=5",3
"220030",0.843292250505652,5,0.832288352275067,2,-0.101124325535603,6,-0.0264445994003264,15,0.288961778185597,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.375237982508125,4,1,1,"2) # of groups=4",4
"220031",1.0517473333828,8,-0.0116104524302484,8,-0.490096272956333,11,0.0486097941098009,15,-0.880700663536878,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0260190088388989,5,2,1,"3) # of groups=5",3
"220033",1.33126486115646,7,-0.40261587510443,7,-0.206210963414909,10,-0.437437997334834,15,-0.0472583076938279,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0570290086432438,5,2,1,"3) # of groups=5",3
"220035",2.12719609073386,7,0.542945888516007,7,0.641401274507492,10,0.160430729837468,15,-1.23209101779419,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.615983354255559,5,2,1,"3) # of groups=5",5
"220036",0.0597760844539702,8,0.552071352981713,7,-1.09535172171891,9,-0.316376526071788,15,0.375394257364012,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.130926467394422,5,2,1,"3) # of groups=5",3
"220046",0.291752471856941,7,0.466072901159238,7,0.317158760066904,9,-0.41593367432764,15,0.238908358586869,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.173660103956622,5,2,1,"3) # of groups=5",4
"220049",0.68087550666063,6,-0.162311839209821,4,-1.70339706715283,6,-0.209271540917615,15,-0.494926305186712,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.366094243558725,5,2,1,"3) # of groups=5",2
"220052",0.283427556613271,5,0.0885441403085124,5,-0.612391714474051,8,0.187221443079024,5,0.0432276965283395,5,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.00651636280071286,5,2,1,"3) # of groups=5",3
"220060",1.11774263741886,7,0.0232685028914117,7,0.402885662420447,10,-0.445908760454972,15,-1.03051279241787,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.11789583421052,5,2,1,"3) # of groups=5",4
"220062",0.638048478541098,1,1.15927422234555,1,-3.55761528636405,1,NA,0,-1.88687773620928,2,0.22,0.22,0.22,0.22,0.12,0.282051282051282,0.282051282051282,0.282051282051282,NA,0.153846153846154,-0.786781663013002,0,0,0,"",NA
"220063",-0.113575578913865,7,-0.465492371355275,7,-0.9395172934942,10,-0.0706522824556435,15,-0.920801572747461,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.460128444497872,5,2,1,"3) # of groups=5",2
"220065",0.59102787449481,5,-0.861893275258377,2,-0.604688007569017,6,-0.0280106031473234,15,0.0351592695586672,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.19456497017854,4,1,1,"2) # of groups=4",2
"220066",-0.226812963236188,7,0.292360932377457,7,-0.234615158246481,9,-0.206401816011935,15,-1.98689565560543,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.321030659798424,5,2,1,"3) # of groups=5",2
"220070",0.72063881485705,7,0.40585461966434,7,-1.6391137565746,8,-0.204121635272358,15,-0.424441761559191,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.208616241998728,5,2,1,"3) # of groups=5",3
"220071",2.31538828769901,8,0.130433354589839,8,1.38524139821989,11,0.689396261003091,15,-1.21240113044903,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.849012910678719,5,2,1,"3) # of groups=5",5
"220073",0.350964504092646,6,-0.715893968840932,7,-2.69305666726933,7,-1.0679502796997,15,-1.43314456232121,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.07968335805635,5,2,1,"3) # of groups=5",1
"220074",0.785276106764126,8,0.286216937010651,7,0.498485687843437,11,0.194898238724737,15,-0.585287003628879,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.318038493039984,5,2,1,"3) # of groups=5",4
"220075",2.09161154670733,1,-0.113272080598758,2,1.19068008389511,2,0.950853767447672,15,0.79801399030654,5,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,1.00213380867608,2,0,0,"",NA
"220077",0.465288825562838,8,-0.4100880605061,8,-0.461461510907548,11,-0.928308882012313,15,-0.971322715922587,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.410164044040597,5,2,1,"3) # of groups=5",2
"220080",0.562366374916235,7,0.141627705155137,6,-1.72801825857997,8,-0.894700758012412,15,-0.916255754794142,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.532070176609919,5,2,1,"3) # of groups=5",2
"220083",2.00906999327317,5,-0.0219024391468122,6,-0.0769794168491562,7,0.191099173281915,15,-0.27776786099352,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.428951065003783,5,2,1,"3) # of groups=5",5
"220084",1.08808593216799,7,0.658699436880284,7,-0.183354929584463,9,0.475092447386156,15,-0.0275003749540302,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.445174990112509,5,2,1,"3) # of groups=5",5
"220086",1.72008014922919,8,-0.654651281791101,8,-0.364860947257309,11,-0.337305229210832,15,-1.60561305303906,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.112755774351299,5,2,1,"3) # of groups=5",3
"220088",1.92895074556493,2,0.297929928885969,3,2.59458412804541,3,1.42095713957277,15,1.5954015048791,3,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,1.56478100784069,4,1,1,"2) # of groups=4",5
"220090",0.594950867592072,7,0.538315272112334,7,-1.37961414641701,7,0.70083215445883,15,0.0179886687193342,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.10214515275049,5,2,1,"3) # of groups=5",4
"220095",-0.0681742433853632,5,-0.815142112768655,4,-0.729261551609737,9,-0.00372365220803277,15,-0.780997639220227,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.449306059900221,5,2,1,"3) # of groups=5",2
"22009F",NA,0,NA,0,NA,0,NA,0,1.60831636988627,1,0.22,0.22,0.22,0.22,0.12,NA,NA,NA,NA,1,1.60831636988627,0,0,0,"",NA
"220100",0.761815373293576,7,-0.745067659624562,8,-1.12082212096811,8,-0.0141744904252566,15,-1.14367662272108,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.383255952225887,5,2,1,"3) # of groups=5",2
"220101",1.77911201004088,7,0.416564192219912,7,0.91436322055734,9,0.373170225517089,15,-0.457539956975139,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.711401327796732,5,2,1,"3) # of groups=5",5
"220105",1.30874470707906,7,0.420087431205497,7,-2.33099658817941,9,0.0291080141227138,15,0.342637010286808,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0849559746354537,5,2,1,"3) # of groups=5",3
"220108",1.56386194317886,6,-0.0111515020306332,6,-0.846500772639166,7,0.113280802230926,15,-0.30283725071707,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.143947433476749,5,2,1,"3) # of groups=5",4
"22010F",2.31105564331666,4,0.34382763587863,3,-2.01928231404925,6,0.989496847259598,10,-0.944558779170129,5,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.244174465228825,5,2,1,"3) # of groups=5",4
"220110",2.48996643185478,8,-0.0128519898413965,8,1.11539519048198,11,0.337266173144968,15,-1.27883685840277,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.71109025423254,5,2,1,"3) # of groups=5",5
"220111",0.891189910072621,7,0.309048047777878,7,-0.773986987284635,8,-1.76877556080296,15,-1.46214030867594,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.470812246893274,5,2,1,"3) # of groups=5",2
"220116",1.21779363513033,8,-0.916293110745459,8,-1.16349256669471,11,-0.0309581742208665,15,-1.23642830689537,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.3448204444642,5,2,1,"3) # of groups=5",2
"220119",2.91832909054329,6,0.590883646682318,6,1.58596169388363,9,-0.123609930378957,15,-0.431998330762202,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,1.0419043904692,5,2,1,"3) # of groups=5",5
"220126",NA,0,NA,0,-0.363454297116282,2,NA,0,-1.58230057448139,1,0.22,0.22,0.22,0.22,0.12,NA,NA,0.647058823529412,NA,0.352941176470588,-0.79363533618632,0,0,0,"",NA
"220135",1.09348684933939,7,-0.154779307750731,7,0.434376477757328,10,0.0457136050511374,15,0.588069754419314,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.382703847897685,5,2,1,"3) # of groups=5",4
"220163",0.932643129070955,8,-0.123951551229295,8,0.335072735753879,11,-0.52915433543606,15,-1.74451864245098,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0741280418990322,5,2,1,"3) # of groups=5",3
"220171",1.01828272504478,8,0.00488066549319009,7,-0.100182220409698,11,0.153411884841627,15,-0.323540691419899,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.19798158912299,5,2,1,"3) # of groups=5",4
"220175",0.208762801427686,7,-2.06985367671317,3,-0.620494758906851,7,-2.10817671003525,15,-1.28054118180102,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.16341265754619,5,2,1,"3) # of groups=5",1
"220176",1.08665971168688,8,0.410240500576347,7,-0.143711498254052,11,-2.16023283711569,15,-1.90558567661175,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.406219988276843,5,2,1,"3) # of groups=5",2
"220177",0.544017438657228,3,NA,0,-0.75846979289808,6,-0.153524458306771,5,1.31909259855753,7,0.22,0.22,0.22,0.22,0.12,0.282051282051282,NA,0.282051282051282,0.282051282051282,0.153846153846154,0.0991489911108032,4,1,1,"2) # of groups=4",3
"221300",0.982170513301628,4,0.581598009194349,2,-1.15193070049709,7,0.92961276476986,15,0.337170149495394,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.335579547028572,4,1,1,"2) # of groups=4",4
"221302",0.433265137994432,4,0.713675579428008,1,0.274634343871023,6,2.11481077494681,15,1.05566555090204,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.904684750081105,4,1,1,"2) # of groups=4",5
"221303",1.07514933839379,4,-3.59395035348813,1,-0.165807932446613,5,NA,0,-0.414702963518187,6,0.22,0.22,0.22,0.22,0.12,0.282051282051282,0.282051282051282,0.282051282051282,NA,0.153846153846154,-0.820997851386144,3,1,1,"1) # of groups=3",2
"221304",NA,0,NA,0,NA,0,0.575905875386989,5,0.0222029321107871,1,0.22,0.22,0.22,0.22,0.12,NA,NA,NA,0.647058823529412,0.352941176470588,0.380481307171859,1,0,0,"",NA
"230002",-0.198757265395547,7,-0.328610395209092,8,-1.01420634207977,10,-0.34764623663623,15,-0.722224775189871,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.502295425673325,5,2,1,"3) # of groups=5",2
"230003",0.557344946135951,3,0.678035673249115,2,1.00376769357178,5,1.14458562172694,15,0.511161309241187,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.805760822739375,4,1,1,"2) # of groups=4",5
"230005",-0.647563184750365,6,0.523782994223164,2,0.486111456103385,8,-0.0244240850865003,15,0.726318149111681,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.161497757601132,4,1,1,"2) # of groups=4",3
"230013",NA,0,NA,0,NA,0,NA,0,4.84362226128473,1,0.22,0.22,0.22,0.22,0.12,NA,NA,NA,NA,1,4.84362226128473,0,0,0,"",NA
"230015",-0.0475813893202998,4,0.196797124152676,1,0.791400087786135,6,-0.239671984231096,15,-6.79171968434552,6,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.660798717676231,4,1,1,"2) # of groups=4",2
"230017",-0.323402440200582,8,0.385760455176607,8,0.767546474539566,11,0.439265883855374,15,-1.01505852243182,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.157410459449794,5,2,1,"3) # of groups=5",4
"230019",1.43100217574536,8,0.167626962827006,7,1.1212697999347,9,-1.31809826791066,10,-0.123416524711018,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.293586164565887,5,2,1,"3) # of groups=5",4
"230020",1.28196713166773,8,-0.718010201950749,8,-0.651659101884146,11,-1.83609864675136,15,-0.21723068987553,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.449303862947139,5,2,1,"3) # of groups=5",2
"230021",0.312193589710937,8,0.172010431900483,6,0.932516028512098,10,-0.525201798576342,15,-0.0689276318484455,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.187862699518565,5,2,1,"3) # of groups=5",4
"230022",-1.06205354967578,5,0.300753629212221,3,-0.435964399520178,8,-0.602886526703456,15,-0.0472329977545686,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.401701146001731,5,2,1,"3) # of groups=5",2
"230024",0.241266092870911,7,-0.373698511193424,6,-0.906073179181619,9,-3.60218224910422,15,-2.11186612425487,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-1.27437526116442,5,2,1,"3) # of groups=5",1
"230029",-0.0650746764043452,8,-0.490942916090275,7,-0.775298615875343,11,-0.66890192137712,15,-0.40020800992763,9,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.488072949735674,5,2,1,"3) # of groups=5",2
"230030",-0.883169988774204,5,0.793813907924267,3,-0.0683966854786989,9,0.57094613234435,15,-0.111738592699002,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0774939093995768,5,2,1,"3) # of groups=5",4
"230031",0.914736114755465,5,0.542813626456509,3,0.281660698304126,7,-1.0388701933607,15,-0.518039334800417,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0919101339781379,5,2,1,"3) # of groups=5",4
"230035",0.859989901899555,5,-0.69891018896726,2,0.220659148488291,8,0.68125436879881,15,0.381123534917217,7,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.279593334838333,4,1,1,"2) # of groups=4",4
"230036",-0.137672603230938,6,-0.535338912988809,5,0.251391837813505,9,0.776138265781998,15,-0.368810947172981,10,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,0.0337367755619086,5,2,1,"3) # of groups=5",3
"230037",-0.478021030004577,5,-0.71708400880689,2,0.849933043800416,7,0.207932932248628,15,-0.484204939319515,8,0.22,0.22,0.22,0.22,0.12,0.22,0.22,0.22,0.22,0.12,-0.0882971865260749,4,1,1,"2) # of groups=4",3
